center_id,x,y,z,along,lateral,survival_time,failed,first_obstacle_id,first_uav_index,first_distance,intrusion_threshold
137,14.16124047184207,14.197696749842548,-3.0,20.0,1.4544155877284286,90.0,False,,,,
138,13.506309933424228,14.953385832632366,-3.0,20.0,2.4544155877284286,90.0,False,,,,
139,12.851379395006386,15.709074915422184,-3.0,20.0,3.4544155877284286,33.5,True,slow_crossing_ball,2,1.391840579735427,1.4
140,12.196448856588544,16.464763998212,-3.0,20.0,4.454415587728429,90.0,False,,,,
141,11.541518318170702,17.220453081001818,-3.0,20.0,5.454415587728429,90.0,False,,,,
142,11.48180907082574,17.289348366399853,-3.0,20.0,5.545584412271571,90.0,False,,,,
143,20.2571324063466,10.217734247149508,-3.0,22.0,-5.545584412271571,90.0,False,,,,
144,19.602201867928756,10.973423329939326,-3.0,22.0,-4.545584412271571,90.0,False,,,,
145,18.947271329510915,11.729112412729142,-3.0,22.0,-3.5455844122715714,90.0,False,,,,
146,18.292340791093075,12.48480149551896,-3.0,22.0,-2.5455844122715714,90.0,False,,,,
147,17.63741025267523,13.240490578308778,-3.0,22.0,-1.5455844122715714,90.0,False,,,,
148,16.98247971425739,13.996179661098596,-3.0,22.0,-0.5455844122715714,90.0,False,,,,
149,16.327549175839547,14.751868743888412,-3.0,22.0,0.4544155877284286,90.0,False,,,,
150,15.672618637421706,15.50755782667823,-3.0,22.0,1.4544155877284286,90.0,False,,,,
151,15.017688099003864,16.263246909468048,-3.0,22.0,2.4544155877284286,90.0,False,,,,
152,14.362757560586022,17.018935992257866,-3.0,22.0,3.4544155877284286,90.0,False,,,,
153,13.70782702216818,17.774625075047684,-3.0,22.0,4.454415587728429,90.0,False,,,,
154,13.052896483750338,18.530314157837502,-3.0,22.0,5.454415587728429,90.0,False,,,,
155,12.993187236405376,18.599209443235534,-3.0,22.0,5.545584412271571,90.0,False,,,,
156,21.768510571926235,11.527595323985192,-3.0,24.0,-5.545584412271571,90.0,False,,,,
157,21.11358003350839,12.28328440677501,-3.0,24.0,-4.545584412271571,90.0,False,,,,
158,20.45864949509055,13.038973489564826,-3.0,24.0,-3.5455844122715714,90.0,False,,,,
159,19.80371895667271,13.794662572354644,-3.0,24.0,-2.5455844122715714,90.0,False,,,,
160,19.148788418254867,14.550351655144462,-3.0,24.0,-1.5455844122715714,90.0,False,,,,
161,18.493857879837027,15.30604073793428,-3.0,24.0,-0.5455844122715714,90.0,False,,,,
162,17.838927341419183,16.061729820724096,-3.0,24.0,0.4544155877284286,90.0,False,,,,
