time,obstacle_id,x,y,z,radius
75.0,crossing_ball_left,11.0,-4.1,-3.0,0.5
75.0,crossing_ball_right,17.0,7.0,-3.0,0.5
75.0,center_patrol_ball,22.6193,2.5428,-3.0,0.45
75.5,crossing_ball_left,11.0,-3.65,-3.0,0.5
75.5,crossing_ball_right,17.0,6.5,-3.0,0.5
75.5,center_patrol_ball,23.2784,2.6854,-3.0,0.45
76.0,crossing_ball_left,11.0,-3.2,-3.0,0.5
76.0,crossing_ball_right,17.0,6.0,-3.0,0.5
76.0,center_patrol_ball,23.9088,2.9249,-3.0,0.45
76.5,crossing_ball_left,11.0,-2.75,-3.0,0.5
76.5,crossing_ball_right,17.0,5.5,-3.0,0.5
76.5,center_patrol_ball,24.4963,3.2559,-3.0,0.45
77.0,crossing_ball_left,11.0,-2.3,-3.0,0.5
77.0,crossing_ball_right,17.0,5.0,-3.0,0.5
77.0,center_patrol_ball,25.0278,3.671,-3.0,0.45
77.5,crossing_ball_left,11.0,-1.85,-3.0,0.5
77.5,crossing_ball_right,17.0,4.5,-3.0,0.5
77.5,center_patrol_ball,25.4913,4.1609,-3.0,0.45
78.0,crossing_ball_left,11.0,-1.4,-3.0,0.5
78.0,crossing_ball_right,17.0,4.0,-3.0,0.5
78.0,center_patrol_ball,25.8764,4.7145,-3.0,0.45
78.5,crossing_ball_left,11.0,-0.95,-3.0,0.5
78.5,crossing_ball_right,17.0,3.5,-3.0,0.5
78.5,center_patrol_ball,26.1744,5.3194,-3.0,0.45
79.0,crossing_ball_left,11.0,-0.5,-3.0,0.5
79.0,crossing_ball_right,17.0,3.0,-3.0,0.5
79.0,center_patrol_ball,26.3787,5.9621,-3.0,0.45
79.5,crossing_ball_left,11.0,-0.05,-3.0,0.5
79.5,crossing_ball_right,17.0,2.5,-3.0,0.5
79.5,center_patrol_ball,26.4846,6.6281,-3.0,0.45
80.0,crossing_ball_left,11.0,0.4,-3.0,0.5
80.0,crossing_ball_right,17.0,2.0,-3.0,0.5
80.0,center_patrol_ball,26.4898,7.3024,-3.0,0.45
80.5,crossing_ball_left,11.0,0.85,-3.0,0.5
80.5,crossing_ball_right,17.0,1.5,-3.0,0.5
80.5,center_patrol_ball,26.3942,7.97,-3.0,0.45
81.0,crossing_ball_left,11.0,1.3,-3.0,0.5
81.0,crossing_ball_right,17.0,1.0,-3.0,0.5
81.0,center_patrol_ball,26.1999,8.6158,-3.0,0.45
81.5,crossing_ball_left,11.0,1.75,-3.0,0.5
81.5,crossing_ball_right,17.0,0.5,-3.0,0.5
81.5,center_patrol_ball,25.9113,9.2252,-3.0,0.45
82.0,crossing_ball_left,11.0,2.2,-3.0,0.5
82.0,crossing_ball_right,17.0,0.0,-3.0,0.5
82.0,center_patrol_ball,25.5348,9.7848,-3.0,0.45
82.5,crossing_ball_left,11.0,2.65,-3.0,0.5
82.5,crossing_ball_right,17.0,-0.5,-3.0,0.5
82.5,center_patrol_ball,25.079,10.2817,-3.0,0.45
83.0,crossing_ball_left,11.0,3.1,-3.0,0.5
83.0,crossing_ball_right,17.0,-1.0,-3.0,0.5
83.0,center_patrol_ball,24.554,10.705,-3.0,0.45
83.5,crossing_ball_left,11.0,3.55,-3.0,0.5
83.5,crossing_ball_right,17.0,-1.5,-3.0,0.5
83.5,center_patrol_ball,23.9717,11.0451,-3.0,0.45
84.0,crossing_ball_left,11.0,4.0,-3.0,0.5
84.0,crossing_ball_right,17.0,-2.0,-3.0,0.5
84.0,center_patrol_ball,23.345,11.2943,-3.0,0.45
84.5,crossing_ball_left,11.0,4.45,-3.0,0.5
84.5,crossing_ball_right,17.0,-2.5,-3.0,0.5
84.5,center_patrol_ball,22.6882,11.4471,-3.0,0.45
85.0,crossing_ball_left,11.0,4.9,-3.0,0.5
85.0,crossing_ball_right,17.0,-3.0,-3.0,0.5
85.0,center_patrol_ball,22.0159,11.5,-3.0,0.45
85.5,crossing_ball_left,11.0,5.35,-3.0,0.5
85.5,crossing_ball_right,17.0,-3.5,-3.0,0.5
85.5,center_patrol_ball,21.3433,11.4518,-3.0,0.45
86.0,crossing_ball_left,11.0,5.8,-3.0,0.5
86.0,crossing_ball_right,17.0,-4.0,-3.0,0.5
86.0,center_patrol_ball,20.6854,11.3037,-3.0,0.45
86.5,crossing_ball_left,11.0,6.25,-3.0,0.5
86.5,crossing_ball_right,17.0,-4.5,-3.0,0.5
86.5,center_patrol_ball,20.057,11.0589,-3.0,0.45
87.0,crossing_ball_left,11.0,6.7,-3.0,0.5
87.0,crossing_ball_right,17.0,-5.0,-3.0,0.5
87.0,center_patrol_ball,19.4723,10.723,-3.0,0.45
87.5,crossing_ball_left,11.0,7.15,-3.0,0.5
87.5,crossing_ball_right,17.0,-5.5,-3.0,0.5
87.5,center_patrol_ball,18.9443,10.3034,-3.0,0.45
88.0,crossing_ball_left,11.0,7.6,-3.0,0.5
88.0,crossing_ball_right,17.0,-6.0,-3.0,0.5
88.0,center_patrol_ball,18.4849,9.8097,-3.0,0.45
88.5,crossing_ball_left,11.0,8.05,-3.0,0.5
88.5,crossing_ball_right,17.0,-6.5,-3.0,0.5
88.5,center_patrol_ball,18.1045,9.2529,-3.0,0.45
89.0,crossing_ball_left,11.0,8.5,-3.0,0.5
89.0,crossing_ball_right,17.0,-7.0,-3.0,0.5
89.0,center_patrol_ball,17.8116,8.6454,-3.0,0.45
89.5,crossing_ball_left,11.0,8.95,-3.0,0.5
89.5,crossing_ball_right,17.0,-7.5,-3.0,0.5
89.5,center_patrol_ball,17.6128,8.0011,-3.0,0.45
90.0,crossing_ball_left,11.0,9.4,-3.0,0.5
90.0,crossing_ball_right,17.0,-8.0,-3.0,0.5
90.0,center_patrol_ball,17.5124,7.3342,-3.0,0.45
