center_id,x,y,z,along,lateral,survival_time,failed,first_obstacle_id,first_uav_index,first_distance,intrusion_threshold
0,3.327350647362943,-4.436467529817257,-3.0,0.0,-5.545584412271571,40.0,False,,,,
1,2.7273506473629427,-3.6364675298172573,-3.0,0.0,-4.545584412271571,40.0,False,,,,
2,2.1273506473629427,-2.8364675298172575,-3.0,0.0,-3.5455844122715714,40.0,False,,,,
3,1.5273506473629428,-2.036467529817257,-3.0,0.0,-2.5455844122715714,40.0,False,,,,
4,0.9273506473629428,-1.2364675298172572,-3.0,0.0,-1.5455844122715714,40.0,False,,,,
5,0.32735064736294284,-0.4364675298172571,-3.0,0.0,-0.5455844122715714,40.0,False,,,,
6,-0.27264935263705714,0.36353247018274293,-3.0,0.0,0.4544155877284286,40.0,False,,,,
7,-0.8726493526370571,1.163532470182743,-3.0,0.0,1.4544155877284286,40.0,False,,,,
8,-1.4726493526370572,1.963532470182743,-3.0,0.0,2.4544155877284286,40.0,False,,,,
9,-2.072649352637057,2.763532470182743,-3.0,0.0,3.4544155877284286,40.0,False,,,,
10,-2.672649352637057,3.563532470182743,-3.0,0.0,4.454415587728429,40.0,False,,,,
11,-3.2726493526370573,4.363532470182743,-3.0,0.0,5.454415587728429,40.0,False,,,,
12,-3.327350647362943,4.436467529817257,-3.0,0.0,5.545584412271571,40.0,False,,,,
13,4.9273506473629425,-3.236467529817257,-3.0,2.0,-5.545584412271571,40.0,False,,,,
14,4.327350647362943,-2.436467529817257,-3.0,2.0,-4.545584412271571,40.0,False,,,,
15,3.7273506473629427,-1.6364675298172575,-3.0,2.0,-3.5455844122715714,40.0,False,,,,
16,3.1273506473629427,-0.8364675298172572,-3.0,2.0,-2.5455844122715714,40.0,False,,,,
17,2.527350647362943,-0.036467529817257205,-3.0,2.0,-1.5455844122715714,40.0,False,,,,
18,1.927350647362943,0.7635324701827428,-3.0,2.0,-0.5455844122715714,40.0,False,,,,
19,1.3273506473629428,1.5635324701827429,-3.0,2.0,0.4544155877284286,40.0,False,,,,
20,0.727350647362943,2.3635324701827427,-3.0,2.0,1.4544155877284286,40.0,False,,,,
21,0.12735064736294288,3.163532470182743,-3.0,2.0,2.4544155877284286,40.0,False,,,,
22,-0.472649352637057,3.9635324701827432,-3.0,2.0,3.4544155877284286,40.0,False,,,,
23,-1.072649352637057,4.763532470182743,-3.0,2.0,4.454415587728429,40.0,False,,,,
24,-1.6726493526370572,5.563532470182743,-3.0,2.0,5.454415587728429,40.0,False,,,,
25,-1.7273506473629427,5.636467529817257,-3.0,2.0,5.545584412271571,40.0,False,,,,
26,6.527350647362943,-2.036467529817257,-3.0,4.0,-5.545584412271571,40.0,False,,,,
27,5.9273506473629425,-1.2364675298172574,-3.0,4.0,-4.545584412271571,40.0,False,,,,
28,5.327350647362943,-0.43646752981725756,-3.0,4.0,-3.5455844122715714,40.0,False,,,,
29,4.727350647362943,0.3635324701827427,-3.0,4.0,-2.5455844122715714,40.0,False,,,,
30,4.127350647362943,1.1635324701827428,-3.0,4.0,-1.5455844122715714,40.0,False,,,,
31,3.527350647362943,1.9635324701827428,-3.0,4.0,-0.5455844122715714,40.0,False,,,,
32,2.927350647362943,2.763532470182743,-3.0,4.0,0.4544155877284286,40.0,False,,,,
33,2.327350647362943,3.563532470182743,-3.0,4.0,1.4544155877284286,40.0,False,,,,
34,1.727350647362943,4.363532470182743,-3.0,4.0,2.4544155877284286,40.0,False,,,,
35,1.127350647362943,5.1635324701827425,-3.0,4.0,3.4544155877284286,40.0,False,,,,
36,0.527350647362943,5.963532470182743,-3.0,4.0,4.454415587728429,40.0,False,,,,
37,-0.07264935263705707,6.763532470182742,-3.0,4.0,5.454415587728429,40.0,False,,,,
38,-0.12735064736294266,6.8364675298172575,-3.0,4.0,5.545584412271571,40.0,False,,,,
39,8.127350647362944,-0.8364675298172575,-3.0,6.0,-5.545584412271571,40.0,False,,,,
40,7.527350647362944,-0.03646752981725765,-3.0,6.0,-4.545584412271571,40.0,False,,,,
41,6.927350647362943,0.7635324701827422,-3.0,6.0,-3.5455844122715714,40.0,False,,,,
42,6.327350647362944,1.5635324701827424,-3.0,6.0,-2.5455844122715714,40.0,False,,,,
43,5.727350647362943,2.3635324701827427,-3.0,6.0,-1.5455844122715714,40.0,False,,,,
44,5.1273506473629435,3.1635324701827425,-3.0,6.0,-0.5455844122715714,40.0,False,,,,
45,4.527350647362944,3.9635324701827424,-3.0,6.0,0.4544155877284286,40.0,False,,,,
46,3.9273506473629434,4.763532470182742,-3.0,6.0,1.4544155877284286,40.0,False,,,,
47,3.3273506473629437,5.563532470182743,-3.0,6.0,2.4544155877284286,40.0,False,,,,
48,2.7273506473629436,6.363532470182743,-3.0,6.0,3.4544155877284286,40.0,False,,,,
49,2.1273506473629435,7.1635324701827425,-3.0,6.0,4.454415587728429,40.0,False,,,,
50,1.5273506473629435,7.963532470182742,-3.0,6.0,5.454415587728429,40.0,False,,,,
51,1.4726493526370579,8.036467529817257,-3.0,6.0,5.545584412271571,40.0,False,,,,
52,9.727350647362943,0.3635324701827427,-3.0,8.0,-5.545584412271571,17.0,True,crossing_ball_left,1,1.4352392531401628,1.45
53,9.127350647362944,1.1635324701827425,-3.0,8.0,-4.545584412271571,40.0,False,,,,
54,8.527350647362944,1.9635324701827424,-3.0,8.0,-3.5455844122715714,40.0,False,,,,
55,7.927350647362943,2.7635324701827426,-3.0,8.0,-2.5455844122715714,40.0,False,,,,
56,7.327350647362943,3.563532470182743,-3.0,8.0,-1.5455844122715714,40.0,False,,,,
